"11re -- Väestö iän (1-v.) ja sukupuolen mukaan alueittain, 1972-2018"

"Alue","Ikä","Miehet 2018 Väestö 31.12.","Naiset 2018 Väestö 31.12."
"Ruovesi","77",31,45
"Ruovesi","78",21,15
"Ruovesi","79",37,30
"Ruovesi","80",22,30
"Ruovesi","81",22,32
"Ruovesi","82",20,20
"Ruovesi","83",19,25
"Ruovesi","84",14,36
"Ruovesi","85",11,30
"Ruovesi","86",13,15
"Ruovesi","87",10,18
"Ruovesi","88",9,13
"Ruovesi","89",10,15
"Ruovesi","90",4,14
"Ruovesi","91",5,12
"Ruovesi","92",4,9
"Ruovesi","93",2,10
"Ruovesi","94",3,5
"Ruovesi","95",3,4
"Ruovesi","96",0,4
"Ruovesi","97",0,3
"Ruovesi","98",1,1
"Ruovesi","99",0,0
"Ruovesi","100 -",0,0
"Rusko","Yhteensä",3128,3123
"Rusko","0",25,24
"Rusko","1",39,34
"Rusko","2",47,33
"Rusko","3",37,38
"Rusko","4",47,43
"Rusko","5",45,50
"Rusko","6",47,52
"Rusko","7",53,45
"Rusko","8",43,38
"Rusko","9",39,44
"Rusko","10",46,41
"Rusko","11",46,40
"Rusko","12",34,36
"Rusko","13",39,38
"Rusko","14",50,40
"Rusko","15",52,37
"Rusko","16",37,35
"Rusko","17",58,40
"Rusko","18",35,41
"Rusko","19",39,26
"Rusko","20",32,20
"Rusko","21",23,17
"Rusko","22",18,13
"Rusko","23",18,15
"Rusko","24",17,21
"Rusko","25",12,13
"Rusko","26",15,30
"Rusko","27",26,23
"Rusko","28",31,28
"Rusko","29",29,30
"Rusko","30",29,36
"Rusko","31",30,31
"Rusko","32",30,30
"Rusko","33",40,34
"Rusko","34",38,34
"Rusko","35",46,51
"Rusko","36",57,52
"Rusko","37",51,43
"Rusko","38",57,50
"Rusko","39",47,51
"Rusko","40",39,58
"Rusko","41",54,49
"Rusko","42",54,50
"Rusko","43",33,50
"Rusko","44",45,48
"Rusko","45",40,39
"Rusko","46",34,36
"Rusko","47",32,38
"Rusko","48",49,51
"Rusko","49",55,40
"Rusko","50",60,50
"Rusko","51",59,57
"Rusko","52",41,48
"Rusko","53",44,43
"Rusko","54",46,53
"Rusko","55",48,56
"Rusko","56",37,31
"Rusko","57",40,39
"Rusko","58",35,36
"Rusko","59",41,32
"Rusko","60",39,36
"Rusko","61",35,49
"Rusko","62",36,39
"Rusko","63",41,30
"Rusko","64",34,43
"Rusko","65",27,42
"Rusko","66",48,43
"Rusko","67",46,34
"Rusko","68",41,46
"Rusko","69",32,32
"Rusko","70",29,44
"Rusko","71",42,35
"Rusko","72",29,41
"Rusko","73",35,29
"Rusko","74",26,25
"Rusko","75",19,21
"Rusko","76",16,17
"Rusko","77",24,14
"Rusko","78",18,16
"Rusko","79",13,18
"Rusko","80",17,20
"Rusko","81",20,17
"Rusko","82",10,19
"Rusko","83",8,13
"Rusko","84",5,15
"Rusko","85",8,15
"Rusko","86",6,12
"Rusko","87",9,9
"Rusko","88",3,9
"Rusko","89",6,10
"Rusko","90",1,9
"Rusko","91",6,3
"Rusko","92",1,3
"Rusko","93",4,4
"Rusko","94",1,3
"Rusko","95",2,2
"Rusko","96",0,3
"Rusko","97",1,1
"Rusko","98",0,1
"Rusko","99",0,0
"Rusko","100 -",0,0
"Rääkkylä","Yhteensä",1134,1047
"Rääkkylä","0",4,2
"Rääkkylä","1",5,3
"Rääkkylä","2",5,6
"Rääkkylä","3",5,6
"Rääkkylä","4",8,5
"Rääkkylä","5",3,10
"Rääkkylä","6",6,12
"Rääkkylä","7",7,9
"Rääkkylä","8",5,7
"Rääkkylä","9",8,3
"Rääkkylä","10",13,6
"Rääkkylä","11",2,5
"Rääkkylä","12",6,10
"Rääkkylä","13",9,9
"Rääkkylä","14",8,12
"Rääkkylä","15",10,10
"Rääkkylä","16",8,8
"Rääkkylä","17",12,5
"Rääkkylä","18",11,4
"Rääkkylä","19",10,5
"Rääkkylä","20",3,4
"Rääkkylä","21",7,5
"Rääkkylä","22",4,2
"Rääkkylä","23",1,6
"Rääkkylä","24",7,4
"Rääkkylä","25",5,8
"Rääkkylä","26",8,8
"Rääkkylä","27",8,2
"Rääkkylä","28",11,5
"Rääkkylä","29",8,2
"Rääkkylä","30",4,9
"Rääkkylä","31",4,4
"Rääkkylä","32",8,10
"Rääkkylä","33",6,5
"Rääkkylä","34",7,11
"Rääkkylä","35",12,5
"Rääkkylä","36",5,4
"Rääkkylä","37",6,3
"Rääkkylä","38",12,4
"Rääkkylä","39",6,8
"Rääkkylä","40",11,8
"Rääkkylä","41",14,12
"Rääkkylä","42",14,14
"Rääkkylä","43",5,10
"Rääkkylä","44",6,11
"Rääkkylä","45",5,17
"Rääkkylä","46",13,9
"Rääkkylä","47",12,10
"Rääkkylä","48",7,11
"Rääkkylä","49",15,4
"Rääkkylä","50",9,16
"Rääkkylä","51",18,15
"Rääkkylä","52",15,17
"Rääkkylä","53",27,6
"Rääkkylä","54",17,16
"Rääkkylä","55",31,18
"Rääkkylä","56",22,16
"Rääkkylä","57",16,17
"Rääkkylä","58",15,21
"Rääkkylä","59",27,28
"Rääkkylä","60",21,17
"Rääkkylä","61",28,19
"Rääkkylä","62",29,29
"Rääkkylä","63",23,20
"Rääkkylä","64",30,26
"Rääkkylä","65",26,28
"Rääkkylä","66",24,21
"Rääkkylä","67",34,24
"Rääkkylä","68",36,22
"Rääkkylä","69",32,19
"Rääkkylä","70",27,17
"Rääkkylä","71",36,25
"Rääkkylä","72",17,17
"Rääkkylä","73",21,22
"Rääkkylä","74",19,19
"Rääkkylä","75",16,17
"Rääkkylä","76",7,14
"Rääkkylä","77",13,19
"Rääkkylä","78",13,12
"Rääkkylä","79",10,16
"Rääkkylä","80",11,9
"Rääkkylä","81",9,15
"Rääkkylä","82",10,8
"Rääkkylä","83",17,12
"Rääkkylä","84",5,11
"Rääkkylä","85",6,10
"Rääkkylä","86",5,8
"Rääkkylä","87",6,7
"Rääkkylä","88",3,7
"Rääkkylä","89",8,7
"Rääkkylä","90",4,7
"Rääkkylä","91",4,6
"Rääkkylä","92",2,4
"Rääkkylä","93",2,2
"Rääkkylä","94",1,2
"Rääkkylä","95",2,1
"Rääkkylä","96",1,3
"Rääkkylä","97",0,3
"Rääkkylä","98",0,0
"Rääkkylä","99",0,0
"Rääkkylä","100 -",0,0
"Saarijärvi","Yhteensä",4687,4728
"Saarijärvi","0",38,36
"Saarijärvi","1",40,21
"Saarijärvi","2",42,43
"Saarijärvi","3",41,45
"Saarijärvi","4",41,36
"Saarijärvi","5",48,32
"Saarijärvi","6",47,40
"Saarijärvi","7",39,40
"Saarijärvi","8",49,47
"Saarijärvi","9",47,39
"Saarijärvi","10",59,50
"Saarijärvi","11",53,47
"Saarijärvi","12",57,52
"Saarijärvi","13",57,42
"Saarijärvi","14",54,49
"Saarijärvi","15",45,61
"Saarijärvi","16",60,40
"Saarijärvi","17",41,54
"Saarijärvi","18",34,40
"Saarijärvi","19",35,34
"Saarijärvi","20",34,36
"Saarijärvi","21",33,30
"Saarijärvi","22",42,20
"Saarijärvi","23",34,17
"Saarijärvi","24",47,35
"Saarijärvi","25",29,25
"Saarijärvi","26",47,35
"Saarijärvi","27",37,34
"Saarijärvi","28",36,37
"Saarijärvi","29",31,33
"Saarijärvi","30",44,27
"Saarijärvi","31",37,34
"Saarijärvi","32",29,33
"Saarijärvi","33",42,36
"Saarijärvi","34",44,47
"Saarijärvi","35",49,47
"Saarijärvi","36",41,41
"Saarijärvi","37",37,39
"Saarijärvi","38",44,39
"Saarijärvi","39",43,33
"Saarijärvi","40",41,41
"Saarijärvi","41",35,37
"Saarijärvi","42",57,38
"Saarijärvi","43",50,33
"Saarijärvi","44",49,55
"Saarijärvi","45",52,40
"Saarijärvi","46",53,47
"Saarijärvi","47",46,54
"Saarijärvi","48",49,54
"Saarijärvi","49",54,47
"Saarijärvi","50",52,56
"Saarijärvi","51",60,60
"Saarijärvi","52",66,71
"Saarijärvi","53",62,64
"Saarijärvi","54",71,79
"Saarijärvi","55",87,64
"Saarijärvi","56",77,81
"Saarijärvi","57",99,82
"Saarijärvi","58",83,78
"Saarijärvi","59",81,73
"Saarijärvi","60",82,80
"Saarijärvi","61",97,85
"Saarijärvi","62",93,83
"Saarijärvi","63",96,112
"Saarijärvi","64",86,100
"Saarijärvi","65",107,91
"Saarijärvi","66",82,70
"Saarijärvi","67",81,74
"Saarijärvi","68",91,77
"Saarijärvi","69",82,69
"Saarijärvi","70",96,86
"Saarijärvi","71",75,87
"Saarijärvi","72",79,70
"Saarijärvi","73",49,79
"Saarijärvi","74",45,60
"Saarijärvi","75",50,53
"Saarijärvi","76",37,47
"Saarijärvi","77",47,61
"Saarijärvi","78",53,53
"Saarijärvi","79",46,65
"Saarijärvi","80",40,61
"Saarijärvi","81",31,53
"Saarijärvi","82",35,61
"Saarijärvi","83",36,44
"Saarijärvi","84",21,31
"Saarijärvi","85",25,40
"Saarijärvi","86",22,39
"Saarijärvi","87",15,29
"Saarijärvi","88",13,33
"Saarijärvi","89",11,32
"Saarijärvi","90",11,24
"Saarijärvi","91",5,21
"Saarijärvi","92",5,24
"Saarijärvi","93",6,16
"Saarijärvi","94",4,9
"Saarijärvi","95",1,13
"Saarijärvi","96",1,6
"Saarijärvi","97",0,3
"Saarijärvi","98",0,2
"Saarijärvi","99",0,2
"Saarijärvi","100 -",0,3
"Salla","Yhteensä",1861,1630
"Salla","0",6,3
"Salla","1",9,6
"Salla","2",6,10
"Salla","3",14,11
"Salla","4",10,9
"Salla","5",12,15
"Salla","6",9,13
"Salla","7",10,8
"Salla","8",9,17
"Salla","9",13,14
"Salla","10",14,11
"Salla","11",13,16
"Salla","12",12,14
"Salla","13",17,12
"Salla","14",15,21
"Salla","15",14,6
"Salla","16",12,11
"Salla","17",14,12
"Salla","18",11,6
"Salla","19",11,3
"Salla","20",12,12
"Salla","21",11,6
"Salla","22",14,7
"Salla","23",11,9
"Salla","24",11,6
"Salla","25",13,8
"Salla","26",17,11
"Salla","27",4,4
"Salla","28",17,11
"Salla","29",8,5
"Salla","30",11,7
"Salla","31",10,7
"Salla","32",10,5
"Salla","33",14,15
"Salla","34",16,9
"Salla","35",12,13
"Salla","36",15,12
"Salla","37",10,16
"Salla","38",8,12
"Salla","39",16,12
"Salla","40",20,15
"Salla","41",15,14
"Salla","42",17,12
"Salla","43",16,11
"Salla","44",16,14
"Salla","45",23,15
"Salla","46",9,12
"Salla","47",15,11
"Salla","48",12,16
"Salla","49",16,6
"Salla","50",18,11
"Salla","51",27,16
"Salla","52",26,31
"Salla","53",33,22
"Salla","54",26,26
"Salla","55",36,31
"Salla","56",45,29
"Salla","57",51,37
"Salla","58",31,33
"Salla","59",36,37
"Salla","60",49,42
"Salla","61",49,30
"Salla","62",43,39
"Salla","63",46,34
"Salla","64",42,37
"Salla","65",49,24
"Salla","66",53,34
"Salla","67",43,29
"Salla","68",45,36
"Salla","69",50,35
"Salla","70",40,47
"Salla","71",26,31
"Salla","72",30,30
"Salla","73",30,17
"Salla","74",25,18
"Salla","75",28,12
"Salla","76",12,17
"Salla","77",24,22
"Salla","78",23,18
"Salla","79",15,26
"Salla","80",24,27
"Salla","81",20,30
"Salla","82",22,22
"Salla","83",18,28
"Salla","84",17,26
"Salla","85",14,18
"Salla","86",15,11
"Salla","87",12,14
"Salla","88",7,19
"Salla","89",9,17
"Salla","90",6,9
"Salla","91",0,3
"Salla","92",7,7
"Salla","93",3,4
"Salla","94",0,4
"Salla","95",3,3
"Salla","96",1,2
"Salla","97",0,2
"Salla","98",0,1
"Salla","99",0,1
"Salla","100 -",2,0
"Salo","Yhteensä",25777,26544
"Salo","0",181,152
"Salo","1",182,169
"Salo","2",188,193
"Salo","3",230,190
"Salo","4",246,228
"Salo","5",243,242
"Salo","6",252,247
"Salo","7",305,254
"Salo","8",312,316
"Salo","9",288,282
"Salo","10",304,272
"Salo","11",330,304
"Salo","12",310,295
"Salo","13",317,280
"Salo","14",320,312
"Salo","15",297,260
"Salo","16",336,303
"Salo","17",322,282
"Salo","18",334,292
"Salo","19",280,249
"Salo","20",271,196
"Salo","21",206,179
"Salo","22",186,187
"Salo","23",209,181
"Salo","24",235,190
"Salo","25",226,206
"Salo","26",224,188
"Salo","27",247,223
"Salo","28",246,214
"Salo","29",210,245
"Salo","30",254,227
"Salo","31",270,230
"Salo","32",232,251
"Salo","33",256,240
"Salo","34",299,287
"Salo","35",288,263
"Salo","36",294,287
"Salo","37",288,289
"Salo","38",314,292
"Salo","39",279,307
"Salo","40",309,338
"Salo","41",330,378
"Salo","42",318,324
"Salo","43",339,335
"Salo","44",320,343
"Salo","45",307,277
"Salo","46",357,351
"Salo","47",331,318
"Salo","48",340,371
"Salo","49",368,325
"Salo","50",440,401
"Salo","51",379,393
"Salo","52",396,362
"Salo","53",408,371
"Salo","54",401,395
"Salo","55",345,405
"Salo","56",361,330
"Salo","57",365,374
"Salo","58",355,365
"Salo","59",358,358
"Salo","60",375,384
"Salo","61",369,364
"Salo","62",384,407
"Salo","63",367,436
"Salo","64",386,402
"Salo","65",373,399
"Salo","66",377,463
"Salo","67",384,411
"Salo","68",430,408
"Salo","69",401,392
"Salo","70",409,437
"Salo","71",422,470
"Salo","72",417,406
"Salo","73",330,370
"Salo","74",245,308
"Salo","75",246,297
"Salo","76",198,210
"Salo","77",245,329
"Salo","78",171,234
"Salo","79",200,258
"Salo","80",161,267
"Salo","81",168,239
"Salo","82",146,214
"Salo","83",140,186
"Salo","84",113,168
"Salo","85",108,150
"Salo","86",89,156
"Salo","87",79,166
"Salo","88",62,129
"Salo","89",65,125
"Salo","90",50,110
"Salo","91",46,81
"Salo","92",27,68
"Salo","93",14,49
"Salo","94",16,43
"Salo","95",11,39
"Salo","96",4,21
"Salo","97",6,9
"Salo","98",4,9
"Salo","99",0,4
"Salo","100 -",1,8
"Saltvik","Yhteensä",939,919
"Saltvik","0",6,9
"Saltvik","1",10,10
"Saltvik","2",10,11
"Saltvik","3",8,22
"Saltvik","4",8,15
"Saltvik","5",11,11
"Saltvik","6",12,12
"Saltvik","7",10,14
"Saltvik","8",7,9
"Saltvik","9",9,10
"Saltvik","10",14,7
"Saltvik","11",11,17
"Saltvik","12",11,8
"Saltvik","13",4,10
"Saltvik","14",13,12
"Saltvik","15",10,15
"Saltvik","16",15,4
"Saltvik","17",14,4
"Saltvik","18",15,8
"Saltvik","19",9,3
"Saltvik","20",5,3
"Saltvik","21",2,8
"Saltvik","22",9,6
"Saltvik","23",8,10
"Saltvik","24",10,9
"Saltvik","25",11,5
"Saltvik","26",8,7
"Saltvik","27",6,4
"Saltvik","28",5,9
"Saltvik","29",16,7
"Saltvik","30",7,10
"Saltvik","31",9,12
"Saltvik","32",16,8
"Saltvik","33",11,6
"Saltvik","34",8,8
"Saltvik","35",12,6
"Saltvik","36",15,13
"Saltvik","37",16,10
"Saltvik","38",20,13
"Saltvik","39",7,11
"Saltvik","40",11,12
"Saltvik","41",10,14
"Saltvik","42",17,11
"Saltvik","43",15,11
"Saltvik","44",8,9
"Saltvik","45",11,10
"Saltvik","46",10,16
"Saltvik","47",15,8
"Saltvik","48",10,10
"Saltvik","49",10,7
"Saltvik","50",12,15
"Saltvik","51",13,16
"Saltvik","52",10,19
"Saltvik","53",12,9
"Saltvik","54",21,11
"Saltvik","55",13,10
"Saltvik","56",24,9
"Saltvik","57",7,9
"Saltvik","58",13,22
"Saltvik","59",9,15
"Saltvik","60",19,8
"Saltvik","61",12,17
"Saltvik","62",10,15
"Saltvik","63",12,13
"Saltvik","64",9,19
"Saltvik","65",15,18
"Saltvik","66",15,11
"Saltvik","67",15,11
"Saltvik","68",15,13
"Saltvik","69",11,14
"Saltvik","70",13,13
"Saltvik","71",15,13
"Saltvik","72",15,6
"Saltvik","73",10,14
"Saltvik","74",14,12
"Saltvik","75",12,2
"Saltvik","76",4,9
"Saltvik","77",6,5
"Saltvik","78",6,7
"Saltvik","79",5,7
"Saltvik","80",4,2
"Saltvik","81",10,8
"Saltvik","82",4,4
"Saltvik","83",4,4
"Saltvik","84",3,8
"Saltvik","85",2,11
"Saltvik","86",3,8
"Saltvik","87",3,4
"Saltvik","88",2,3
"Saltvik","89",3,3
"Saltvik","90",3,4
"Saltvik","91",0,6
"Saltvik","92",2,3
"Saltvik","93",2,1
"Saltvik","94",1,2
"Saltvik","95",0,1
"Saltvik","96",0,0
"Saltvik","97",0,0
"Saltvik","98",1,1
"Saltvik","99",0,0
"Saltvik","100 -",0,0
"Sastamala","Yhteensä",12246,12405
"Sastamala","0",101,86
"Sastamala","1",98,103
"Sastamala","2",100,111
"Sastamala","3",115,105
"Sastamala","4",125,104
"Sastamala","5",118,109
"Sastamala","6",148,116
"Sastamala","7",131,117
"Sastamala","8",145,115
"Sastamala","9",121,153
"Sastamala","10",124,139
"Sastamala","11",160,124
"Sastamala","12",134,154
"Sastamala","13",132,123
"Sastamala","14",131,135
"Sastamala","15",142,158
"Sastamala","16",134,135
"Sastamala","17",137,137
"Sastamala","18",138,144
"Sastamala","19",169,108
"Sastamala","20",111,97
"Sastamala","21",103,68
"Sastamala","22",120,66
"Sastamala","23",101,78
"Sastamala","24",103,87
"Sastamala","25",104,88
"Sastamala","26",107,92
"Sastamala","27",102,90
"Sastamala","28",118,101
"Sastamala","29",107,93
"Sastamala","30",117,138
"Sastamala","31",118,101
"Sastamala","32",115,103
"Sastamala","33",131,130
"Sastamala","34",127,122
"Sastamala","35",141,135
"Sastamala","36",152,136
"Sastamala","37",120,115
"Sastamala","38",131,120
"Sastamala","39",141,111
"Sastamala","40",146,111
"Sastamala","41",143,139
"Sastamala","42",135,137
"Sastamala","43",127,131
"Sastamala","44",134,163
"Sastamala","45",121,125
"Sastamala","46",127,129
"Sastamala","47",120,145
"Sastamala","48",140,147
"Sastamala","49",171,149
"Sastamala","50",159,157
"Sastamala","51",191,160
"Sastamala","52",189,162
"Sastamala","53",170,171
"Sastamala","54",175,174
"Sastamala","55",185,157
"Sastamala","56",198,166
"Sastamala","57",178,184
"Sastamala","58",171,181
"Sastamala","59",189,199
"Sastamala","60",185,168
"Sastamala","61",199,170
"Sastamala","62",183,183
"Sastamala","63",178,200
"Sastamala","64",196,204
"Sastamala","65",200,199
"Sastamala","66",234,216
"Sastamala","67",197,202
"Sastamala","68",199,197
"Sastamala","69",200,227
"Sastamala","70",204,181
"Sastamala","71",200,213
"Sastamala","72",166,210
"Sastamala","73",194,159
"Sastamala","74",126,133
"Sastamala","75",123,124
"Sastamala","76",75,117
"Sastamala","77",122,159
"Sastamala","78",95,89
"Sastamala","79",105,153
"Sastamala","80",90,130
"Sastamala","81",89,134
"Sastamala","82",82,109
"Sastamala","83",76,116
"Sastamala","84",63,93
"Sastamala","85",49,80
"Sastamala","86",62,75
"Sastamala","87",44,94
"Sastamala","88",43,77
"Sastamala","89",26,70
"Sastamala","90",31,62
"Sastamala","91",17,46
"Sastamala","92",15,51
"Sastamala","93",14,45
"Sastamala","94",5,23
"Sastamala","95",9,20
"Sastamala","96",3,15
"Sastamala","97",3,11
"Sastamala","98",2,8
"Sastamala","99",1,3
"Sastamala","100 -",0,5
"Sauvo","Yhteensä",1532,1462
"Sauvo","0",16,10
"Sauvo","1",8,13
"Sauvo","2",11,13
"Sauvo","3",24,13
"Sauvo","4",18,11
"Sauvo","5",19,11
"Sauvo","6",12,14
"Sauvo","7",18,24
"Sauvo","8",18,23
"Sauvo","9",17,12
"Sauvo","10",25,20
"Sauvo","11",18,14
"Sauvo","12",17,13
"Sauvo","13",18,18
"Sauvo","14",26,19
"Sauvo","15",16,20
"Sauvo","16",20,21
"Sauvo","17",16,12
"Sauvo","18",13,18
"Sauvo","19",14,8
"Sauvo","20",10,8
"Sauvo","21",9,5
"Sauvo","22",5,5
"Sauvo","23",7,10
"Sauvo","24",7,6
"Sauvo","25",7,7
"Sauvo","26",8,8
"Sauvo","27",10,8
"Sauvo","28",16,14
"Sauvo","29",18,14
"Sauvo","30",16,13
"Sauvo","31",8,9
"Sauvo","32",11,7
"Sauvo","33",19,13
"Sauvo","34",16,16
"Sauvo","35",26,13
"Sauvo","36",21,18
"Sauvo","37",11,15
"Sauvo","38",13,20
"Sauvo","39",18,15
"Sauvo","40",16,14
"Sauvo","41",17,18
"Sauvo","42",13,20
"Sauvo","43",17,23
"Sauvo","44",30,27
"Sauvo","45",25,18
"Sauvo","46",21,17
"Sauvo","47",18,18
"Sauvo","48",25,21
"Sauvo","49",18,14
"Sauvo","50",22,23
"Sauvo","51",26,25
"Sauvo","52",28,29
"Sauvo","53",25,29
"Sauvo","54",26,30
"Sauvo","55",26,22
"Sauvo","56",25,20
"Sauvo","57",20,23
"Sauvo","58",27,22
"Sauvo","59",26,21
"Sauvo","60",23,28
"Sauvo","61",16,11
"Sauvo","62",28,18
"Sauvo","63",24,20
"Sauvo","64",25,30
"Sauvo","65",26,21
"Sauvo","66",23,31
"Sauvo","67",30,28
"Sauvo","68",36,22
"Sauvo","69",30,20
"Sauvo","70",23,24
"Sauvo","71",22,19
"Sauvo","72",23,28
"Sauvo","73",22,17
"Sauvo","74",21,18
"Sauvo","75",14,12
"Sauvo","76",8,9
"Sauvo","77",7,14
"Sauvo","78",9,8
"Sauvo","79",12,10
"Sauvo","80",10,14
"Sauvo","81",7,9
"Sauvo","82",4,9
"Sauvo","83",7,11
"Sauvo","84",3,6
"Sauvo","85",5,12
"Sauvo","86",3,11
"Sauvo","87",6,2
"Sauvo","88",4,7
"Sauvo","89",2,5
"Sauvo","90",3,3
"Sauvo","91",0,6
"Sauvo","92",2,2
"Sauvo","93",0,2
"Sauvo","94",3,3
"Sauvo","95",0,1
"Sauvo","96",0,2
"Sauvo","97",0,1
"Sauvo","98",0,2
"Sauvo","99",0,1
"Sauvo","100 -",0,0
"Savitaipale","Yhteensä",1711,1718
"Savitaipale","0",10,2
"Savitaipale","1",7,2
"Savitaipale","2",13,5
"Savitaipale","3",13,8
"Savitaipale","4",15,14
"Savitaipale","5",14,13
"Savitaipale","6",19,13
"Savitaipale","7",8,10
"Savitaipale","8",12,17
"Savitaipale","9",16,12
"Savitaipale","10",13,19
"Savitaipale","11",18,13
"Savitaipale","12",14,21
"Savitaipale","13",14,14
"Savitaipale","14",14,10
"Savitaipale","15",17,25
"Savitaipale","16",18,9
"Savitaipale","17",15,17
"Savitaipale","18",11,16
"Savitaipale","19",17,12
"Savitaipale","20",14,5
"Savitaipale","21",11,6
"Savitaipale","22",8,9
"Savitaipale","23",14,11
"Savitaipale","24",12,6
"Savitaipale","25",9,11
"Savitaipale","26",10,8
"Savitaipale","27",14,5
"Savitaipale","28",12,13
"Savitaipale","29",17,11
"Savitaipale","30",13,10
"Savitaipale","31",13,15
"Savitaipale","32",8,8
"Savitaipale","33",16,8
"Savitaipale","34",10,20
"Savitaipale","35",16,21
"Savitaipale","36",13,7
"Savitaipale","37",17,8
"Savitaipale","38",11,9
"Savitaipale","39",21,8
"Savitaipale","40",14,9
"Savitaipale","41",12,17
"Savitaipale","42",11,15
"Savitaipale","43",15,30
"Savitaipale","44",18,15
"Savitaipale","45",11,13
"Savitaipale","46",18,18
"Savitaipale","47",28,14
"Savitaipale","48",21,14
"Savitaipale","49",20,15
"Savitaipale","50",19,25
"Savitaipale","51",16,20
"Savitaipale","52",28,18
"Savitaipale","53",29,30
"Savitaipale","54",32,17
"Savitaipale","55",39,27
"Savitaipale","56",21,30
"Savitaipale","57",28,35
"Savitaipale","58",35,33
"Savitaipale","59",28,27
"Savitaipale","60",30,21
"Savitaipale","61",38,27
"Savitaipale","62",25,29
"Savitaipale","63",28,29
"Savitaipale","64",33,25
"Savitaipale","65",33,33
"Savitaipale","66",29,31
"Savitaipale","67",33,28
"Savitaipale","68",42,21
"Savitaipale","69",39,30
"Savitaipale","70",32,37
"Savitaipale","71",33,36
"Savitaipale","72",25,38
"Savitaipale","73",30,29
"Savitaipale","74",20,30
"Savitaipale","75",19,29
"Savitaipale","76",15,22
"Savitaipale","77",24,30
"Savitaipale","78",13,24
"Savitaipale","79",29,37
"Savitaipale","80",14,19
"Savitaipale","81",22,25
"Savitaipale","82",26,19
"Savitaipale","83",20,23
"Savitaipale","84",14,27
"Savitaipale","85",11,18
"Savitaipale","86",12,22
"Savitaipale","87",10,20
"Savitaipale","88",8,14
"Savitaipale","89",9,17
"Savitaipale","90",2,12
"Savitaipale","91",5,13
"Savitaipale","92",2,5
"Savitaipale","93",3,8
"Savitaipale","94",1,7
"Savitaipale","95",1,3
"Savitaipale","96",1,4
"Savitaipale","97",0,0
"Savitaipale","98",0,0
"Savitaipale","99",0,1
"Savitaipale","100 -",0,2
"Savonlinna","Yhteensä",16442,17169
"Savonlinna","0",106,84
"Savonlinna","1",95,106
"Savonlinna","2",134,121
"Savonlinna","3",117,117
"Savonlinna","4",138,119
"Savonlinna","5",138,130
"Savonlinna","6",135,133
"Savonlinna","7",146,134
"Savonlinna","8",153,156
"Savonlinna","9",155,140
"Savonlinna","10",157,161
"Savonlinna","11",157,152
"Savonlinna","12",142,168
"Savonlinna","13",159,151
"Savonlinna","14",176,162
"Savonlinna","15",156,181
"Savonlinna","16",182,172
"Savonlinna","17",183,176
"Savonlinna","18",178,174
"Savonlinna","19",201,187
"Savonlinna","20",156,139
"Savonlinna","21",166,128
"Savonlinna","22",133,127
"Savonlinna","23",151,128
"Savonlinna","24",163,111
"Savonlinna","25",157,122
"Savonlinna","26",140,131
"Savonlinna","27",138,145
"Savonlinna","28",163,132
"Savonlinna","29",152,108
"Savonlinna","30",181,141
"Savonlinna","31",147,139
"Savonlinna","32",147,146
"Savonlinna","33",184,150
"Savonlinna","34",161,163
"Savonlinna","35",168,152
"Savonlinna","36",178,148
"Savonlinna","37",146,162
"Savonlinna","38",145,163
"Savonlinna","39",145,155
"Savonlinna","40",172,172
"Savonlinna","41",153,153
"Savonlinna","42",173,166
"Savonlinna","43",185,172
"Savonlinna","44",170,147
"Savonlinna","45",142,161
"Savonlinna","46",167,157
"Savonlinna","47",172,192
"Savonlinna","48",195,222
"Savonlinna","49",203,194
"Savonlinna","50",216,202
"Savonlinna","51",221,222
"Savonlinna","52",242,239
"Savonlinna","53",258,221
"Savonlinna","54",251,250
"Savonlinna","55",249,230
"Savonlinna","56",245,290
"Savonlinna","57",248,284
"Savonlinna","58",281,267
"Savonlinna","59",260,283
"Savonlinna","60",295,260
"Savonlinna","61",317,301
"Savonlinna","62",326,290
"Savonlinna","63",267,297
"Savonlinna","64",321,298
"Savonlinna","65",287,278
"Savonlinna","66",310,319
"Savonlinna","67",305,330
"Savonlinna","68",286,287
"Savonlinna","69",280,307
"Savonlinna","70",307,314
"Savonlinna","71",298,330
"Savonlinna","72",249,339
"Savonlinna","73",238,281
"Savonlinna","74",222,207
"Savonlinna","75",181,211
"Savonlinna","76",150,174
"Savonlinna","77",186,233
"Savonlinna","78",139,150
"Savonlinna","79",168,214
"Savonlinna","80",125,203
"Savonlinna","81",126,182
"Savonlinna","82",102,169
"Savonlinna","83",100,198
"Savonlinna","84",95,161
"Savonlinna","85",71,143
"Savonlinna","86",78,121
"Savonlinna","87",59,118
"Savonlinna","88",65,96
"Savonlinna","89",39,92
"Savonlinna","90",32,84
"Savonlinna","91",31,56
"Savonlinna","92",15,60
"Savonlinna","93",15,37
"Savonlinna","94",11,26
"Savonlinna","95",5,16
"Savonlinna","96",3,17
"Savonlinna","97",4,11
"Savonlinna","98",0,8
"Savonlinna","99",1,6
"Savonlinna","100 -",1,7
"Savukoski","Yhteensä",567,448
"Savukoski","0",6,3
"Savukoski","1",4,1
"Savukoski","2",3,4
"Savukoski","3",3,4
"Savukoski","4",3,3
"Savukoski","5",4,3
"Savukoski","6",6,4
"Savukoski","7",5,2
